productAsin,country,isVerified,ratingScore,reviewTitle,reviewDescription,reviewUrl,reviewedIn,variant,variantAsin,lemmatized_reviewDescription,stemmed_reviewDescription,color,size,word_count,any_neg,char_count,sentiment,sentiment_label
B0CHX1W1XY,India,True,4,Good product,Wonderful product with good features. Worth to buy.,https://www.amazon.in/gp/customer-reviews/R3P5CVA6IZS0PH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 10 March 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,wonderful product good feature worth buy,wonder product good featur worth buy,black,256GB,6,0,35,0.8176,positive
B0CHX1W1XY,India,True,1,apple still thinks its 2010,poor quality through and through except camera. its display is worse than oneplus 7t pro with more reflections and poor refresh rate. apple stifles third party integration like huawei watch and thus cannot use find phone feature unless app is open and minimized.mail sync doesnt refresh. eg android will refresh notification when mail is deleted or read on other source. animation is like a blink giving poor interaction. auto word correction is so bad that i turned it off. always on feature is not there despite oled. oled wuality black itself is bad because of extreme reflection. there was one good paid app files that apple replaced with its own and disabled ftp. cannot share photo on bluetooth.  too many crappy deliberate limitations. i disnt check otg feature and i am sure it is restricted and not there on apple.overall i decided to go back to oneplus loosing about ₹45k in short few months. data is more important for me than phone.i had migrated from apple to bb in 2015. then to android in 2017. going back feels like going to stone agefinally speaker quality is bad. really bad with out of sync lower ends sounding like cheap woofer setup.camera is ok but then i am comparing to 7t pro and when i really need quality then i anyway use my fujifilm that no iphone can compare tosuch a terrible waste of moneyps: wireless charging is a joke with temp reaching 40 degrees. even wired charging reaches 37. this in controlled temp of 27 degree room temp. oneolus 7t pro barely touches 35 despite much faster charging speed,https://www.amazon.in/gp/customer-reviews/R4J0OTU6IDACG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 9 September 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,poor quality except camera display worse oneplus 7t pro reflection poor refresh rate apple stifle third party integration like huawei watch thus use find phone feature unless app open minimized mail sync doesnt refresh eg android refresh notification mail deleted read source animation like blink giving poor interaction auto word correction bad turned always feature despite oled oled wuality black bad extreme reflection one good paid app file apple replaced disabled ftp share photo bluetooth many crappy deliberate limitation disnt check otg feature sure restricted apple overall decided go back oneplus loosing 45k short month data important phone migrated apple bb 2015 android 2017 going back feel like going stone agefinally speaker quality bad really bad sync lower end sounding like cheap woofer setup camera ok comparing 7t pro really need quality anyway use fujifilm iphone compare tosuch terrible waste moneyps wireless charging joke temp reaching 40 degree even wired charging reach 37 controlled temp 27 degree room temp oneolus 7t pro barely touch 35 despite much faster charging speed,poor qualiti except camera display wors oneplu 7t pro reflect poor refresh rate appl stifl third parti integr like huawei watch thu use find phone featur unless app open minim mail sync doesnt refresh eg android refresh notif mail delet read sourc anim like blink give poor interact auto word correct bad turn alway featur despit ole ole wualiti black bad extrem reflect one good paid app file appl replac disabl ftp share photo bluetooth mani crappi deliber limit disnt check otg featur sure restrict appl overal decid go back oneplu loos 45k short month data import phone migrat appl bb 2015 android 2017 go back feel like go stone agefin speaker qualiti bad realli bad sync lower end sound like cheap woofer setup camera ok compar 7t pro realli need qualiti anyway use fujifilm iphon compar tosuch terribl wast moneyp wireless charg joke temp reach 40 degre even wire charg reach 37 control temp 27 degre room temp oneolu 7t pro bare touch 35 despit much faster charg speed,black,256GB,170,0,932,-0.9482,negative
B0CHX1W1XY,India,True,5,Excellent phone,Excellent phone,https://www.amazon.in/gp/customer-reviews/R1RSH56ZVTWMWY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 28 April 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,excellent phone,excel phone,black,256GB,2,0,14,0.5719,positive
B0CHX1W1XY,India,True,4,Nice,Like,https://www.amazon.in/gp/customer-reviews/R14N58W3FGR6CW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 4 January 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,like,like,black,256GB,1,0,4,0.3612,positive
B0CHX1W1XY,India,True,3,"Gud product except some lagging issue, some issues for used to large phone user","some lagging issue, some issues for used to large phone user",https://www.amazon.in/gp/customer-reviews/R2G61X4XWB8I6X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX4CRND,Reviewed in India on 29 October 2023,Colour: PinkSize: 256 GB,B0CHX4CRND,lagging issue issue used large phone user,lag issu issu use larg phone user,pink,256GB,7,0,35,-0.2732,negative
B0CHX1W1XY,India,False,4,Works,I had an Iphone 12 and I switched to iphone 15.Honesty I do not feel any difference and does feels like holding the same device.  Dimensions are a bit sleeker this time.  Major camera improvements and the island is actually useful untill noticed.  I had options to buy s24 or this. I need consistency in life. I love the purchase . I still has the top 5 cameras compared to smartphones.,https://www.amazon.in/gp/customer-reviews/R24SXIF4BCE4JM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 13 March 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,iphone 12 switched iphone 15 honesty feel difference feel like holding device dimension bit sleeker time major camera improvement island actually useful untill noticed option buy s24 need consistency life love purchase still top 5 camera compared smartphones,iphon 12 switch iphon 15 honesti feel differ feel like hold devic dimens bit sleeker time major camera improv island actual use until notic option buy s24 need consist life love purchas still top 5 camera compar smartphon,pink,128GB,38,0,221,0.9485,positive
B0CHX1W1XY,India,False,5,Good product,Very good product and I like so nice product top product in India i love this product aaaa aaa aaa,https://www.amazon.in/gp/customer-reviews/R212YQTIIG7Q70/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 30 April 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,good product like nice product top product india love product aaaa aaa aaa,good product like nice product top product india love product aaaa aaa aaa,pink,128GB,13,0,62,0.9217,positive
B0CHX1W1XY,India,False,1,Missing features,"First and last mistake in choosing a phone is IPhoneYou cannot even record calls, it may be ban in USA but it’s not in India. Now a days call record is very important. Other many features you have to buy applications. Mostly important tasks are payable which are free in Android",https://www.amazon.in/gp/customer-reviews/R2BIVI5NB7YUEM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 18 June 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,first last mistake choosing phone iphoneyou even record call may ban usa india day call record important many feature buy application mostly important task payable free android,first last mistak choos phone iphoney even record call may ban usa india day call record import mani featur buy applic mostli import task payabl free android,pink,128GB,27,0,150,-0.0258,negative
B0CHX1W1XY,India,True,5,Excellent Product,Working well after one month of usage with no heating issuesDynamic Island makes the iPhone even easier to navigate between apps,https://www.amazon.in/gp/customer-reviews/R334YJ26PWKVBX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 1 May 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,working well one month usage heating issuesdynamic island make iphone even easier navigate apps,work well one month usag heat issuesdynam island make iphon even easier navig app,pink,128GB,14,0,82,0.5994,positive
B0CHX1W1XY,India,False,5,You have to sell your kidneys to buy it..,The camera quality is superb.. Good to buy.. Budget friendly.. It is very smooth.. Charging is awesome.. Ease of use....,https://www.amazon.in/gp/customer-reviews/R2WYOHO9VJVVOD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 6 October 2023,Colour: PinkSize: 128 GB,B0CHX3TW6X,camera quality superb good buy budget friendly smooth charging awesome ease use,camera qualiti superb good buy budget friendli smooth charg awesom eas use,pink,128GB,12,0,68,0.9501,positive
B0CHX1W1XY,India,False,5,Very sleek and amazing phone,"Amazing camera quality obviously surpasses most of the iPhones , battery life also is pretty good , very compact and handy type of phone , performance wise  definitely fast and off the display is the best feature of it",https://www.amazon.in/gp/customer-reviews/R2E0U1534U2HTT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 16 September 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,amazing camera quality obviously surpasses iphones battery life also pretty good compact handy type phone performance wise definitely fast display best feature,amaz camera qualiti obvious surpass iphon batteri life also pretti good compact handi type phone perform wise definit fast display best featur,pink,128GB,22,0,138,0.9633,positive
B0CHX1W1XY,India,True,1,The phone is heating,Quality is bad as the phone is heating. The phone is heating and even service centre is not giving any solution. They asked us to format the phone and try. We did that also but the phone is till getting heated to extent that it can’t be used. The product is defection.,https://www.amazon.in/gp/customer-reviews/R3UHNR3OOI2K0E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 5 May 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,quality bad phone heating phone heating even service centre giving solution asked u format phone try also phone till getting heated extent cant used product defection,qualiti bad phone heat phone heat even servic centr give solut ask us format phone tri also phone till get heat extent cant use product defect,pink,128GB,26,0,141,0.304,positive
B0CHX1W1XY,India,True,1,Faulty product,The phone doesn’t charge and Amazon guys neither gives replacement nor do they help service centre assistance at home. Poor service by Amazon and sub seller who is selling,https://www.amazon.in/gp/customer-reviews/R2XAPTLHKM58L7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 11 June 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,phone doesnt charge amazon guy neither give replacement help service centre assistance home poor service amazon sub seller selling,phone doesnt charg amazon guy neither give replac help servic centr assist home poor servic amazon sub seller sell,pink,128GB,19,0,112,-0.7502,negative
B0CHX1W1XY,India,True,5,Great Quality,Love it 🤗🥰,https://www.amazon.in/gp/customer-reviews/R30YHV1I81IKO5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 1 October 2023,Colour: PinkSize: 128 GB,B0CHX3TW6X,love,love,pink,128GB,1,0,4,0.6369,positive
B0CHX1W1XY,India,True,1,Heating,Without use kiye hi phone heat hota rhta h Battery b kb ud jari kuch pta ni chl ra itna gnda experience rhe ga I phone ka to mein kbhi na leti.. am disappoint 😠😡,https://www.amazon.in/gp/customer-reviews/R1QET8X0LOOJKR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 23 March 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,without use kiye hi phone heat hota rhta h battery b kb ud jari kuch pta ni chl ra itna gnda experience rhe ga phone ka mein kbhi na leti disappoint,without use kiy hi phone heat hota rhta h batteri b kb ud jari kuch pta ni chl ra itna gnda experi rhe ga phone ka mein kbhi na leti disappoint,pink,128GB,31,0,118,-0.4019,negative
B0CHX1W1XY,India,True,1,No phone in the package,"Phone missing, sugar packet inside",https://www.amazon.in/gp/customer-reviews/R20GGV5SKWXVUL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 19 May 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,phone missing sugar packet inside,phone miss sugar packet insid,pink,128GB,5,0,29,-0.296,negative
B0CHX1W1XY,India,False,3,Good phone but it has heating issues,"The phone heats a lot while using even for basic tasks like scrolling websites or social media. Battery drain is also evident. The battery life is similar to my 4 year old used iPhone 11. Which says a lot about the battery life. Hope apple fixes this, else will likely move to Samsung or Nothing next",https://www.amazon.in/gp/customer-reviews/R1GSEYEQATO0V7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 27 April 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,phone heat lot using even basic task like scrolling website social medium battery drain also evident battery life similar 4 year old used iphone 11 say lot battery life hope apple fix else likely move samsung nothing next,phone heat lot use even basic task like scroll websit social media batteri drain also evid batteri life similar 4 year old use iphon 11 say lot batteri life hope appl fix els like move samsung noth next,pink,128GB,38,0,184,0.6597,positive
B0CHX1W1XY,India,True,1,Poor front cam quality,Poor front cam quality,https://www.amazon.in/gp/customer-reviews/R3IUHWSPYA3A9Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 2 March 2024,Colour: PinkSize: 128 GB,B0CHX3TW6X,poor front cam quality,poor front cam qualiti,pink,128GB,4,0,19,-0.4767,negative
B0CHX1W1XY,India,True,1,Worst ! Worst !,Worst quality phone refresh rate is not goodfull heating while chargingThis model was not up to the mark better to choose other models like 13 and 14,https://www.amazon.in/gp/customer-reviews/R1DK4JZI28C3JY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 11 November 2023,Colour: PinkSize: 128 GB,B0CHX3TW6X,worst quality phone refresh rate goodfull heating chargingthis model mark better choose model like 13 14,worst qualiti phone refresh rate goodful heat chargingthi model mark better choos model like 13 14,pink,128GB,16,0,89,0.0772,positive
B0CHX1W1XY,India,True,1,Hiting problem in i phone 15 too much,Hitting problem when I am using 15 mintes. No no safe while usingi,https://www.amazon.in/gp/customer-reviews/R1XSGDNYZR6NQT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX3TW6X,Reviewed in India on 12 November 2023,Colour: PinkSize: 128 GB,B0CHX3TW6X,hitting problem using 15 mintes safe usingi,hit problem use 15 mint safe usingi,pink,128GB,7,0,37,0.0516,positive
B0CHX1W1XY,India,True,5,The ultimate phone,Nice phone.,https://www.amazon.in/gp/customer-reviews/RAEJK08TG1OTB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 20 May 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,nice phone,nice phone,black,128GB,2,0,9,0.4215,positive
B0CHX1W1XY,India,True,5,Perfect,Everything’s ok ..,https://www.amazon.in/gp/customer-reviews/R2KHUG3PX0XKDI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 10 May 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,everythings ok,everyth ok,black,128GB,2,0,13,0.296,positive
B0CHX1W1XY,India,True,5,Worth buying,Awesome phone with awesome features. Specifically in love with photo and video quality of camera.Battery back up is decent so far used. Let’s see how many years battery lasts with optimal performance.User interface is far better than previous models.Value for money.,https://www.amazon.in/gp/customer-reviews/R287MQ8QUDUITY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 11 March 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,awesome phone awesome feature specifically love photo video quality camera battery back decent far used let see many year battery last optimal performance user interface far better previous model value money,awesom phone awesom featur specif love photo video qualiti camera batteri back decent far use let see mani year batteri last optim perform user interfac far better previou model valu money,black,128GB,31,0,177,0.9648,positive
B0CHX1W1XY,India,True,5,iPhone is always best,"Go for it guys , after 3 months of usage still I feel it",https://www.amazon.in/gp/customer-reviews/R1E9ITCIOGWLKO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 11 May 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,go guy 3 month usage still feel,go guy 3 month usag still feel,black,128GB,7,0,25,0.0,negative
B0CHX1W1XY,India,True,3,First iphone and not up to the mark,"After using for two days, here's what I found out. First, Android is way better when it comes to selfies. I'm literally looking for Xiaomi 13 pro to drop and I'll just jump for it. Iphone 15 is good when it comes to back camera, which is just unparalleled, with it's spectacular details and original color retention. However, the selfie camera is much worse, it catches all the blemishes on your face and makes you look uglier. Sound quality is superb, without a doubt. Scrolling through the phone is a bit slow compared to other phones, because of the 60hz, but it's still bearable. Voice calling sound is good and clear. USB c is a good thing which at least allowed me to charge on a different charger because I didn't have Apple charger right away. The height of Iphone 15 and plus is funny because they have almost all the same thing just height is bigger for plus. Also, I paid 3k more on this platform because the next day the price dropped on Amazon. At the end of the day, iphone is good, but Android always wins, no matter what.",https://www.amazon.in/gp/customer-reviews/RBLFA5MLFM14K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 23 December 2023,Colour: BlackSize: 128 GB,B0CHX1W1XY,using two day here found first android way better come selfies im literally looking xiaomi 13 pro drop ill jump iphone 15 good come back camera unparalleled spectacular detail original color retention however selfie camera much worse catch blemish face make look uglier sound quality superb without doubt scrolling phone bit slow compared phone 60hz still bearable voice calling sound good clear usb c good thing least allowed charge different charger didnt apple charger right away height iphone 15 plus funny almost thing height bigger plus also paid 3k platform next day price dropped amazon end day iphone good android always win matter,use two day here found first android way better come selfi im liter look xiaomi 13 pro drop ill jump iphon 15 good come back camera unparallel spectacular detail origin color retent howev selfi camera much wors catch blemish face make look uglier sound qualiti superb without doubt scroll phone bit slow compar phone 60hz still bearabl voic call sound good clear usb c good thing least allow charg differ charger didnt appl charger right away height iphon 15 plu funni almost thing height bigger plu also paid 3k platform next day price drop amazon end day iphon good android alway win matter,black,128GB,103,0,538,0.9679,positive
B0CHX1W1XY,India,True,1,Apple has nerfed this!,"So what could have been a great phone has turned into an absolute mockery! My 4.5 year old iPhone 11 is still running well and was a great value for money in the sense that I used it for 4 years instead of 2 that I did my previous phones, it is still serving well, but this one DOES NOT GET AI FEATURES! I still can't digest this, that this is still the latest iphone you can buy in the market, it sells for more than flagship prices and comes with lesser features than competitors and Apple chose not to provide AI features with it making this absolutely unacceptable. Apparently Apple cheaped out on RAM in this and only provided 6 gb whereas AI requires minimum 8 gb of RAM and this is the reason even M1 laptops and tablets with weaker NPU than iPhone 15 get AI and this doesn't! It would have been acceptable if it was a budget/flagship killer costing 30K or below but at this price it is a travesty!Second is the battery! My iPhone 11 with 1150 cycles still has 82% battery health but this one, even with using 80% charge limit function after just 185 cycles is at 94% and lasts noticeably less than when it was new! Just shows Apple is killing this phone on purpose to sell future models and the once mighty Apple who made trouble free actually premium flagships has nothing to innovate and is resorting to cheap tactics to sell phones.Really disappointed!",https://www.amazon.in/gp/customer-reviews/R20EWJTD7KQXCJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 4 August 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,could great phone turned absolute mockery 4 5 year old iphone 11 still running well great value money sense used 4 year instead 2 previous phone still serving well one get ai feature still cant digest still latest iphone buy market sell flagship price come lesser feature competitor apple chose provide ai feature making absolutely unacceptable apparently apple cheaped ram provided 6 gb whereas ai requires minimum 8 gb ram reason even m1 laptop tablet weaker npu iphone 15 get ai doesnt would acceptable budgetflagship killer costing 30k price travesty second battery iphone 11 1150 cycle still 82 battery health one even using 80 charge limit function 185 cycle 94 last noticeably le new show apple killing phone purpose sell future model mighty apple made trouble free actually premium flagship nothing innovate resorting cheap tactic sell phone really disappointed,could great phone turn absolut mockeri 4 5 year old iphon 11 still run well great valu money sens use 4 year instead 2 previou phone still serv well one get ai featur still cant digest still latest iphon buy market sell flagship price come lesser featur competitor appl chose provid ai featur make absolut unaccept appar appl cheap ram provid 6 gb wherea ai requir minimum 8 gb ram reason even m1 laptop tablet weaker npu iphon 15 get ai doesnt would accept budgetflagship killer cost 30k price travesti second batteri iphon 11 1150 cycl still 82 batteri health one even use 80 charg limit function 185 cycl 94 last notic less new show appl kill phone purpos sell futur model mighti appl made troubl free actual premium flagship noth innov resort cheap tactic sell phone realli disappoint,black,128GB,139,0,731,-0.9131,negative
B0CHX1W1XY,India,True,5,Geniune product,"There are pros and cons to this model, but i am satisfied.",https://www.amazon.in/gp/customer-reviews/R16UEUFID9MRHP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 4 April 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,pro con model satisfied,pro con model satisfi,black,128GB,4,0,20,0.4215,positive
B0CHX1W1XY,India,True,5,Worthy,"Dianamic island makes this phone special than Iphone 14. price is same as 14 but this island make us feel like pro.Battery life is also good, we can use mobile up to 48 hrs in single charge.",https://www.amazon.in/gp/customer-reviews/R25BQRYEML25QW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 23 February 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,dianamic island make phone special iphone 14 price 14 island make u feel like pro battery life also good use mobile 48 hr single charge,dianam island make phone special iphon 14 price 14 island make us feel like pro batteri life also good use mobil 48 hr singl charg,black,128GB,25,0,111,0.7964,positive
B0CHX1W1XY,India,True,5,Good,Working excellent,https://www.amazon.in/gp/customer-reviews/RDYECNJ353N1B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX1W1XY,Reviewed in India on 27 April 2024,Colour: BlackSize: 128 GB,B0CHX1W1XY,working excellent,work excel,black,128GB,2,0,16,0.5719,positive
B0CHX1W1XY,India,True,1,iPhone 15 (jailbroken device),I ordered my iPhone 15 from Amazon in the month of November 2023. It worked just fine for few months. After which I was suddenly facing problems with my apps. Specifically Swiggy was not being downloaded and it was saying that my phone is a jailbroken device. I am extremely disappointed with the service.,https://www.amazon.in/gp/customer-reviews/RDVFXQSS81JC0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 31 May 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,ordered iphone 15 amazon month november 2023 worked fine month suddenly facing problem apps specifically swiggy downloaded saying phone jailbroken device extremely disappointed service,order iphon 15 amazon month novemb 2023 work fine month suddenli face problem app specif swiggi download say phone jailbroken devic extrem disappoint servic,black,256GB,24,0,161,-0.5563,negative
B0CHX1W1XY,India,True,1,transfer from android issue,I am trying to transfer data from android phone to iphone and following the instruction given but it is not complete and giving troubles.,https://www.amazon.in/gp/customer-reviews/R3JVPG8GPCT29M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 4 April 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,trying transfer data android phone iphone following instruction given complete giving trouble,tri transfer data android phone iphon follow instruct given complet give troubl,black,256GB,12,0,82,-0.0772,negative
B0CHX1W1XY,India,True,1,facing Liquid detection popup whenever i charge,"facing Liquid detection popup whenever i charge, i brought this phone on Nov 4th, it was working fine for 2 weeks, later when i connect with charger i see popup that liquid is detected cannot charge your mobile, i waited for 12hrs and see the same error message, then i visited to Icare center 3 times still issue remains same. please support me how to claim this ?",https://www.amazon.in/gp/customer-reviews/R20GYFY2M862E3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 27 November 2023,Colour: BlackSize: 256 GB,B0CHX2WQLX,facing liquid detection popup whenever charge brought phone nov 4th working fine 2 week later connect charger see popup liquid detected charge mobile waited 12hrs see error message visited icare center 3 time still issue remains please support claim,face liquid detect popup whenev charg brought phone nov 4th work fine 2 week later connect charger see popup liquid detect charg mobil wait 12hr see error messag visit icar center 3 time still issu remain pleas support claim,black,256GB,39,0,211,0.4767,positive
B0CHX1W1XY,India,True,1,iPhone 15 A solid upgrade and value for money,"I am from Android(Samsung flagship phones)  background. Comparatively , Build quality is good, Camera are superb. Speed is good. Security is designed well.. So far things are working fine for me. But few simple feature are not available in IOs which is little frustrating.",https://www.amazon.in/gp/customer-reviews/R30ZSF74GYAQOS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 8 January 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,androidsamsung flagship phone background comparatively build quality good camera superb speed good security designed well far thing working fine simple feature available io little frustrating,androidsamsung flagship phone background compar build qualiti good camera superb speed good secur design well far thing work fine simpl featur avail io littl frustrat,black,256GB,25,0,167,0.9184,positive
B0CHX1W1XY,India,True,1,Waste of money,Not as advertised. Not satisfied,https://www.amazon.in/gp/customer-reviews/R33M2BXBEBKBPH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 25 December 2023,Colour: BlackSize: 256 GB,B0CHX2WQLX,advertised satisfied,advertis satisfi,black,256GB,2,0,19,0.4215,positive
B0CHX1W1XY,India,True,1,Defective product,Defective iPhone 15 delivered,https://www.amazon.in/gp/customer-reviews/R1F2IWR6ZATLBO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 20 November 2023,Colour: BlackSize: 256 GB,B0CHX2WQLX,defective iphone 15 delivered,defect iphon 15 deliv,black,256GB,4,0,26,-0.4404,negative
B0CHX1W1XY,India,False,4,Good,"Good product, the camera quality is too good.Must buy phone of the century.Go for it you will love it",https://www.amazon.in/gp/customer-reviews/R2WM09HFPRHD43/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 5 February 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,good product camera quality good must buy phone century go love,good product camera qualiti good must buy phone centuri go love,black,256GB,11,0,53,0.875,positive
B0CHX1W1XY,India,False,1,Mobile  heats up,Paying a lots of money for apple 15 .while using apple 15 it’s gets heats up like a road side brand mobile . Also while on charging mobile getting heats up. It’s a big with apple 15 . Be aware prior to buy this . I already use this then I share my experience here . Don’t buy this,https://www.amazon.in/gp/customer-reviews/R2XP101V7CQY8B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 11 July 2024,Colour: BlackSize: 256 GB,B0CHX2WQLX,paying lot money apple 15 using apple 15 get heat like road side brand mobile also charging mobile getting heat big apple 15 aware prior buy already use share experience dont buy,pay lot money appl 15 use appl 15 get heat like road side brand mobil also charg mobil get heat big appl 15 awar prior buy alreadi use share experi dont buy,black,256GB,32,0,147,0.5719,positive
B0CHX1W1XY,India,False,3,60hz screen,Not worth it screen refresh rate is very low expected atleast 90hz on such an expensive deviceOverpriced at this price,https://www.amazon.in/gp/customer-reviews/RKLW08O17ADVI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CHX2WQLX,Reviewed in India on 3 October 2023,Colour: BlackSize: 256 GB,B0CHX2WQLX,worth screen refresh rate low expected atleast 90hz expensive deviceoverpriced price,worth screen refresh rate low expect atleast 90hz expens deviceoverpr price,black,256GB,11,0,74,-0.0516,negative
